num__tenure,num__MonthlyCharges,num__TotalCharges,num__ABSOLUTE_DIFF_MonthlyCharges_,num__ABSOLUTE_DIFF_TotalCharges_,num__ABSOLUTE_DIFF_tenure_,num__MonthlyCharges_0,num__TotalCharges_0,num__tenure_0,num__COSINE_MonthlyCharges_,num__COSINE_TotalCharges_,num__COSINE_tenure_,num__EXPONENTIAL_WEIGHTED_STD_MonthlyCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_STD_TotalCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_STD_tenure_com_0_5_,num__EXPONENTIAL_WEIGHTED_VARIANCE_MonthlyCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_VARIANCE_TotalCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_VARIANCE_tenure_com_0_5_,num__MonthlyCharges_tenure,num__TotalCharges_MonthlyCharges,num__tenure_MonthlyCharges,num__MonthlyCharges_1,num__TotalCharges_1,num__tenure_1,num__NATURAL_LOGARITHM_MonthlyCharges_,num__NATURAL_LOGARITHM_TotalCharges_,num__NATURAL_LOGARITHM_tenure_,remainder__gender_Female,remainder__gender_Male,remainder__SeniorCitizen_No,remainder__SeniorCitizen_Yes,remainder__Partner_No,remainder__Partner_Yes,remainder__Dependents_No,remainder__Dependents_Yes,remainder__PhoneService_No,remainder__PhoneService_Yes,remainder__MultipleLines_No,remainder__MultipleLines_No_phone_service,remainder__MultipleLines_Yes,remainder__InternetService_DSL,remainder__InternetService_Fiber_optic,remainder__InternetService_No,remainder__OnlineSecurity_No,remainder__OnlineSecurity_No_internet_service,remainder__OnlineSecurity_Yes,remainder__OnlineBackup_No,remainder__OnlineBackup_No_internet_service,remainder__OnlineBackup_Yes,remainder__DeviceProtection_No,remainder__DeviceProtection_No_internet_service,remainder__DeviceProtection_Yes,remainder__TechSupport_No,remainder__TechSupport_No_internet_service,remainder__TechSupport_Yes,remainder__StreamingTV_No,remainder__StreamingTV_No_internet_service,remainder__StreamingTV_Yes,remainder__StreamingMovies_No,remainder__StreamingMovies_No_internet_service,remainder__StreamingMovies_Yes,remainder__Contract_Month_to_month,remainder__Contract_One_year,remainder__Contract_Two_year,remainder__PaperlessBilling_No,remainder__PaperlessBilling_Yes,remainder__PaymentMethod_Bank_transfer_automatic_,remainder__PaymentMethod_Credit_card_automatic_,remainder__PaymentMethod_Electronic_check,remainder__PaymentMethod_Mailed_check,Churn
0.1023712383613841,-0.5219756496159262,-0.2632890631964203,-0.1797158053162218,-0.27581688196987025,-0.16445062358352686,-0.5219756496159262,-0.2632890631964203,0.1023712383613841,0.5045155152734961,0.61164572837454,-1.2339691774025465,-0.09894701822102628,-0.14499532460649095,-0.08637624937951024,-0.27691191830993905,-0.3374054251373607,-0.267928739360495,0.4474993245859706,0.3076007545638933,-0.4463560422746574,-0.5219756496159262,-0.2632890631964203,0.1023712383613841,-0.216843856726257,0.3155358357987549,0.4769851891123135,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7117434584104956,0.3374778078243394,-0.5048144831572396,-0.33434114392512604,-0.9253071441574455,-0.40860441647632495,0.3374778078243394,-0.5048144831572396,-0.7117434584104956,1.199961635757725,-0.25876788059954287,-1.028902771276294,-0.7970671408944799,-1.5301489354896847,-0.9224785744635619,-0.7845525439524929,-0.9843282796756356,-0.8761527738240287,0.4474993245859706,0.3076007545638933,-0.4463560422746574,0.3374778078243394,-0.5048144831572396,-0.7117434584104956,0.49506959661988725,0.0636503377243803,-0.16498682517074573,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7931549280876836,-0.8090131942822701,-0.7512134391325384,0.013063837624749216,-0.9199530098014991,-1.2875580708903982,-0.8090131942822701,-0.7512134391325384,-0.7931549280876836,-1.6213151621523079,1.3250470574158828,1.345146744816824,-0.5541331366739738,-1.413648122876864,-1.5173353544058483,-0.6289101065107303,-0.962539508314228,-1.147186864987211,0.4474993245859706,0.3076007545638933,-0.4463560422746574,-0.8090131942822701,-0.7512134391325384,-0.7931549280876836,-0.5423233620886984,-0.3673393026708267,-0.27341001509314955,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2639803751859618,0.2843841579438598,-0.1736994214167345,-0.05119604335557427,-0.556185403987344,-0.7504197265262423,0.2843841579438598,-0.1736994214167345,-0.2639803751859618,-0.6831498164199638,-0.48901131948439547,0.9741478744988783,-0.6451232281285049,-1.1523826629511593,-1.500932914762912,-0.6898319782300715,-0.8918916656085994,-1.1415157712318944,0.4474993245859706,0.3076007545638933,-0.4463560422746574,0.2843841579438598,-0.1736994214167345,-0.2639803751859618,0.4588194466707539,0.3885884804370658,0.2517666819131916,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.2816237461508113,-0.6762790695810708,-0.99085091270937,-0.21184574580638355,-0.2929163470976457,-0.16445062358352686,-0.6762790695810708,-0.99085091270937,-1.2816237461508113,1.0337991700670475,1.1541754956380328,0.8223220639033809,-0.8122446750847219,-0.8612111619191,-0.8131682218647766,-0.7935322116663445,-0.7776537858267596,-0.8117261783936067,0.4474993245859706,-3.2509673177420124,-0.4463560422746574,-0.6762790695810708,-0.99085091270937,-1.2816237461508113,-0.3839644819888176,-2.034216814592617,-2.2167947237375643,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3642490183577978,0.48348534499565887,1.2709747139024437,0.02912880786983037,1.2942227236056574,1.788779719558858,0.48348534499565887,1.2709747139024437,1.3642490183577978,-1.0542704561177683,1.3698010019619526,-1.3706123158865868,-0.5344216250169902,1.0815686022773432,1.7718437324172838,-0.6152978291750726,0.9425042205212427,2.0348898492495744,0.4474993245859706,0.3076007545638933,-0.4463560422746574,0.48348534499565887,1.2709747139024437,1.3642490183577978,0.5909108177315724,1.035612275050786,0.9575802152716599,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.2816237461508113,-1.497571466169742,-1.0017175808497631,1.0231488417842127,1.306160996156079,1.788779719558858,-1.497571466169742,-1.0017175808497631,-1.2816237461508113,0.6478562444976084,0.783797332535307,0.8223220639033809,0.6965111838577868,0.9530626267869785,1.6137206149542056,0.5272186193152453,0.7772644921096675,1.7878686591385842,0.4474993245859706,-3.2509673177420124,-0.4463560422746574,-1.497571466169742,-1.0017175808497631,-1.2816237461508113,-1.7490043564963305,-2.557307851428523,-2.2167947237375643,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.30589991255435406,-0.27641751891870747,0.03415030374133098,0.10342929525332943,-0.05263147958279949,0.5191799965163079,-0.27641751891870747,0.03415030374133098,0.30589991255435406,1.263086690240799,-0.9019229523134712,-0.8968242174999868,-0.26059493736012207,-0.10060389430140763,0.44925397492528296,-0.41092971162660763,-0.3026662024734063,0.26128657197654415,0.4474993245859706,0.3076007545638933,-0.4463560422746574,-0.27641751891870747,0.03415030374133098,0.30589991255435406,0.019012511604411895,0.5317077121098175,0.5781578948406302,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.3235432835192036,-0.17023021915774814,0.6616070891730831,-1.2460282053334686,-0.5013175857000534,-0.16445062358352686,-0.17023021915774814,0.6616070891730831,1.3235432835192036,-1.6742978348353466,1.137153098785035,-0.7480355863115801,-1.0248831584862574,-0.3585615542655461,0.4332736696388935,-0.9101350316283463,-0.4923755367586292,0.2439202082464814,-2.2346402442622826,0.3076007545638933,2.2403639814170306,-0.17023021915774814,0.6616070891730831,1.3235432835192036,0.1115884865272671,0.8351616941049873,0.9460125124660214,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.1200146093262338,0.5183280527297236,1.1177217638255048,-0.5411776358305427,-0.6895564084395268,-1.1410657951547194,0.5183280527297236,1.1177217638255048,1.1200146093262338,0.4179904121506824,-1.325925505780147,-1.303349014242144,-0.7899548886655311,-0.5368087124415334,-0.7193568161796932,-0.7803145188436132,-0.606302243035682,-0.7528148499028373,0.4474993245859706,0.3076007545638933,-0.4463560422746574,0.5183280527297236,1.1177217638255048,1.1200146093262338,0.6129975619517738,0.9907566989332596,0.8853665688419362,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
