num__tenure,num__MonthlyCharges,num__TotalCharges,num__ABSOLUTE_DIFF_MonthlyCharges_,num__ABSOLUTE_DIFF_TotalCharges_,num__ABSOLUTE_DIFF_tenure_,num__MonthlyCharges_0,num__TotalCharges_0,num__tenure_0,num__COSINE_MonthlyCharges_,num__COSINE_TotalCharges_,num__COSINE_tenure_,num__EXPONENTIAL_WEIGHTED_STD_MonthlyCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_STD_TotalCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_STD_tenure_com_0_5_,num__EXPONENTIAL_WEIGHTED_VARIANCE_MonthlyCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_VARIANCE_TotalCharges_com_0_5_,num__EXPONENTIAL_WEIGHTED_VARIANCE_tenure_com_0_5_,num__MonthlyCharges_tenure,num__TotalCharges_MonthlyCharges,num__tenure_MonthlyCharges,num__MonthlyCharges_1,num__TotalCharges_1,num__tenure_1,num__NATURAL_LOGARITHM_MonthlyCharges_,num__NATURAL_LOGARITHM_TotalCharges_,num__NATURAL_LOGARITHM_tenure_,remainder__gender_Female,remainder__gender_Male,remainder__SeniorCitizen_No,remainder__SeniorCitizen_Yes,remainder__Partner_No,remainder__Partner_Yes,remainder__Dependents_No,remainder__Dependents_Yes,remainder__PhoneService_No,remainder__PhoneService_Yes,remainder__MultipleLines_No,remainder__MultipleLines_No_phone_service,remainder__MultipleLines_Yes,remainder__InternetService_DSL,remainder__InternetService_Fiber_optic,remainder__InternetService_No,remainder__OnlineSecurity_No,remainder__OnlineSecurity_No_internet_service,remainder__OnlineSecurity_Yes,remainder__OnlineBackup_No,remainder__OnlineBackup_No_internet_service,remainder__OnlineBackup_Yes,remainder__DeviceProtection_No,remainder__DeviceProtection_No_internet_service,remainder__DeviceProtection_Yes,remainder__TechSupport_No,remainder__TechSupport_No_internet_service,remainder__TechSupport_Yes,remainder__StreamingTV_No,remainder__StreamingTV_No_internet_service,remainder__StreamingTV_Yes,remainder__StreamingMovies_No,remainder__StreamingMovies_No_internet_service,remainder__StreamingMovies_Yes,remainder__Contract_Month_to_month,remainder__Contract_One_year,remainder__Contract_Two_year,remainder__PaperlessBilling_No,remainder__PaperlessBilling_Yes,remainder__PaymentMethod_Bank_transfer_automatic_,remainder__PaymentMethod_Credit_card_automatic_,remainder__PaymentMethod_Electronic_check,remainder__PaymentMethod_Mailed_check,Churn,customerID
-1.2739773693975378,-1.1904515600744574,-1.00609952815238,0.42042833262979434,-1.1685981687575517,-1.3587698109383037,-1.1904515600744574,-1.00609952815238,-1.2739773693975378,-0.23684028481279118,-0.041195840594653955,0.8653291796140107,0.20921406346542049,-1.0729864512641971,-1.3347003115686955,0.0013138575007554795,-0.85614907788943,-1.0622957028014826,0.4508293953550231,-3.2713536014874505,-0.45002670860909844,-1.1904515600744574,-1.00609952815238,-1.2739773693975378,-1.0841678804896033,-2.298564617090334,-2.203471735913763,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7590-VHVEG
0.06804301240716214,-0.28113003188807045,-0.17406974744995665,-0.2884990146498631,-0.266871369925892,0.2600892920800459,-0.28113003188807045,-0.17406974744995665,0.06804301240716214,1.1317562348173669,-0.28385530747387205,-1.1251139291663543,-0.694697770272308,-0.6950311662808514,-0.09594705621996259,-0.7239795866802358,-0.6905169018491663,-0.2786831509137846,0.4508293953550231,0.30568386112259766,-0.45002670860909844,-0.28113003188807045,-0.17406974744995665,0.06804301240716214,0.01325606067225084,0.3840367281997433,0.4597162363286955,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5575-GNVDE
-1.2333100851004257,-0.38514836168060923,-0.9710671662407299,-1.2470486673096817,-0.3057765982422459,0.21103295562494437,-0.38514836168060923,-0.9710671662407299,-1.2333100851004257,-1.5945261538442677,0.2802420134351866,-0.505392390484707,-1.3719830708291099,-0.8412351932142891,-0.3560944491611484,-1.0587252791857311,-0.762078661941217,-0.4924435300855389,0.4508293953550231,0.30568386112259766,-0.45002670860909844,-0.38514836168060923,-0.9710671662407299,-1.2333100851004257,-0.08182952724145928,-1.4659941172284867,-1.6799911611469645,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3668-QPYBK
0.5153831396753955,-0.7727005259076488,-0.19588108388920228,-0.9095593104357037,-0.32999920207905625,0.750652656631061,-0.7727005259076488,-0.19588108388920228,0.5153831396753955,-0.41042696047583405,1.3272252270789682,0.8438603499634749,-1.4761755490928665,-0.8372452318731713,0.4042121343624652,-1.0943538752773874,-0.7602511557921772,0.20577741400550267,-2.218133977737879,0.30568386112259766,2.2220903356840944,-0.7727005259076488,-0.19588108388920228,0.5153831396753955,-0.4919526264564978,0.36713149846335746,0.6714066794877181,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7795-CFOCW
-1.2333100851004257,0.1802415921917384,-0.9516047429564799,-0.23657757513078942,-0.351613217810364,0.750652656631061,0.1802415921917384,-0.9516047429564799,-1.2333100851004257,-0.2652900875014807,0.8789421162645956,-0.505392390484707,-0.8416397572286068,-0.8776569263472993,0.3415779196048399,-0.8117922491233495,-0.7784353813737277,0.139813502257223,0.4508293953550231,0.30568386112259766,-0.45002670860909844,0.1802415921917384,-0.9516047429564799,-1.2333100851004257,0.38066478946772053,-1.2473597514652706,-1.6799911611469645,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9237-HQITU
-0.989306379317753,1.151638575254318,-0.65235320701003,-0.21461081225733536,-0.8585488396463794,-1.0644317922076947,1.151638575254318,-0.65235320701003,-0.989306379317753,0.7070787475683606,-1.2545505161265917,-0.11751875043404006,-0.05759470788776998,-1.276899372199193,-0.7673226036964349,-0.2458989603457182,-0.9192804413817268,-0.7769934534781259,0.4508293953550231,0.30568386112259766,-0.45002670860909844,1.151638575254318,-0.65235320701003,-0.989306379317753,0.9637339401463195,-0.15544371844434246,-0.6330300116133672,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9305-CDSKC
-0.41996439915818334,0.797640710960355,-0.14726976688152968,-0.9494988792965292,-0.6299619905156183,-0.6719811005668828,0.797640710960355,-0.14726976688152968,-0.41996439915818334,0.386266110347425,-0.10693861464845218,-1.3420771584677957,-1.0018538142715618,-1.0256338694642435,-1.0841670107536343,-0.8979460003532653,-0.8388584510209411,-0.9516562091835625,0.4508293953550231,0.30568386112259766,-0.45002670860909844,0.797640710960355,-0.14726976688152968,-0.41996439915818334,0.7736270826254494,0.4042210862496612,0.13095409094372493,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1452-KIOVK
-0.9079718107235288,-1.1938069900677653,-0.8843810855206511,0.9995520811117677,-0.3722831730844421,-0.7700937734770857,-1.1938069900677653,-0.8843810855206511,-0.9079718107235288,-0.38608958034686636,1.2962543662371953,-1.1115009360090093,1.0691087330287659,-0.940906758765706,-1.4383498105465675,0.9868642521901003,-0.8054467327405973,-1.1009748854479913,0.4508293953550231,0.30568386112259766,-0.45002670860909844,-1.1938069900677653,-0.8843810855206511,-0.9079718107235288,-1.0898686509138928,-0.8020659869313638,-0.46450690746814993,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6713-OKOMC
-0.1759606933755106,1.3244432199096643,0.34338463529485425,1.6266033122267325,0.17261361661069774,-0.4757557547464767,1.3244432199096643,0.34338463529485425,-0.1759606933755106,-0.8852754415075345,0.3361513439898955,-1.2885424253987707,1.3615248011041965,-0.2902280828599346,-1.1529436262302204,1.3876773528162887,-0.44307081192111664,-0.984444701568401,0.4508293953550231,0.30568386112259766,-0.45002670860909844,1.3244432199096643,0.34338463529485425,-0.1759606933755106,1.0493374158862705,0.6928766611458168,0.3130851817929502,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7892-POOKP
1.2067269727263015,-0.3079734718345322,0.5410960111410621,0.5721986943009322,-0.9713143768928227,0.3091456285351474,-0.3079734718345322,0.5410960111410621,1.2067269727263015,1.1333070602618893,0.9524001070811223,1.0562298369394016,0.40398681257159047,-0.6731344774190094,0.47144699312142513,0.19930201614127782,-0.6789855193251934,0.2782738822687623,-2.218133977737879,0.30568386112259766,2.2220903356840944,-0.3079734718345322,0.5410960111410621,1.2067269727263015,-0.010777273728929067,0.780489550149197,0.9134343709219107,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6388-TABGU
